instrument,ts,bid,ask,mid,spread_pips
EUR_USD,1640000423.0,1.0898,1.08988,1.08984,0.8
EUR_USD,1640000424.0,1.08944,1.08952,1.08948,0.8
EUR_USD,1640000425.0,1.08915,1.08923,1.08919,0.8
EUR_USD,1640000426.0,1.0887,1.08878,1.08874,0.8
EUR_USD,1640000427.0,1.08817,1.08825,1.08821,0.8
EUR_USD,1640000428.0,1.08681,1.08689,1.08685,0.8
EUR_USD,1640000429.0,1.08673,1.08681,1.08677,0.8
EUR_USD,1640000430.0,1.08681,1.08689,1.08685,0.8
EUR_USD,1640000431.0,1.08685,1.08693,1.08689,0.8
EUR_USD,1640000432.0,1.08681,1.08689,1.08685,0.8
EUR_USD,1640000433.0,1.08665,1.08673,1.08669,0.8
EUR_USD,1640000434.0,1.08678,1.08686,1.08682,0.8
EUR_USD,1640000435.0,1.08661,1.08669,1.08665,0.8
EUR_USD,1640000436.0,1.08651,1.08659,1.08655,0.8
EUR_USD,1640000437.0,1.08642,1.0865,1.08646,0.8
EUR_USD,1640000438.0,1.08633,1.08641,1.08637,0.8
EUR_USD,1640000439.0,1.08629,1.08637,1.08633,0.8
EUR_USD,1640000440.0,1.08621,1.08629,1.08625,0.8
EUR_USD,1640000441.0,1.0861,1.08618,1.08614,0.8
EUR_USD,1640000442.0,1.08619,1.08627,1.08623,0.8
EUR_USD,1640000443.0,1.08603,1.08611,1.08607,0.8
EUR_USD,1640000444.0,1.08593,1.08601,1.08597,0.8
EUR_USD,1640000445.0,1.08566,1.08574,1.0857,0.8
EUR_USD,1640000446.0,1.08556,1.08564,1.0856,0.8
EUR_USD,1640000447.0,1.08532,1.0854,1.08536,0.8
EUR_USD,1640000448.0,1.0851,1.08518,1.08514,0.8
EUR_USD,1640000449.0,1.08498,1.08506,1.08502,0.8
EUR_USD,1640000450.0,1.08476,1.08484,1.0848,0.8
EUR_USD,1640000451.0,1.08419,1.08427,1.08423,0.8
EUR_USD,1640000452.0,1.08339,1.08347,1.08343,0.8
EUR_USD,1640000453.0,1.08323,1.08331,1.08327,0.8
EUR_USD,1640000454.0,1.08307,1.08315,1.08311,0.8
EUR_USD,1640000455.0,1.08282,1.0829,1.08286,0.8
EUR_USD,1640000456.0,1.08276,1.08284,1.0828,0.8
EUR_USD,1640000457.0,1.08268,1.08276,1.08272,0.8
EUR_USD,1640000458.0,1.08244,1.08252,1.08248,0.8
EUR_USD,1640000459.0,1.08187,1.08195,1.08191,0.8
EUR_USD,1640000460.0,1.08197,1.08205,1.08201,0.8
EUR_USD,1640000461.0,1.08189,1.08197,1.08193,0.8
EUR_USD,1640000462.0,1.08187,1.08195,1.08191,0.8
EUR_USD,1640000463.0,1.08196,1.08204,1.082,0.8
EUR_USD,1640000464.0,1.08208,1.08216,1.08212,0.8
EUR_USD,1640000465.0,1.08212,1.0822,1.08216,0.8
EUR_USD,1640000466.0,1.08221,1.08229,1.08225,0.8
EUR_USD,1640000467.0,1.0823,1.08238,1.08234,0.8
EUR_USD,1640000468.0,1.08246,1.08254,1.0825,0.8
EUR_USD,1640000469.0,1.08294,1.08302,1.08298,0.8
EUR_USD,1640000470.0,1.08318,1.08326,1.08322,0.8
EUR_USD,1640000471.0,1.08368,1.08376,1.08372,0.8
EUR_USD,1640000472.0,1.08479,1.08487,1.08483,0.8
EUR_USD,1640000473.0,1.08489,1.08497,1.08493,0.8
EUR_USD,1640000474.0,1.08487,1.08495,1.08491,0.8
EUR_USD,1640000475.0,1.08472,1.0848,1.08476,0.8
EUR_USD,1640000476.0,1.08476,1.08484,1.0848,0.8
EUR_USD,1640000477.0,1.08483,1.08491,1.08487,0.8
EUR_USD,1640000478.0,1.0851,1.08518,1.08514,0.8
EUR_USD,1640000479.0,1.08522,1.0853,1.08526,0.8
EUR_USD,1640000480.0,1.08521,1.08529,1.08525,0.8
EUR_USD,1640000481.0,1.0854,1.08548,1.08544,0.8
EUR_USD,1640000482.0,1.08559,1.08567,1.08563,0.8
EUR_USD,1640000483.0,1.08568,1.08576,1.08572,0.8
EUR_USD,1640000484.0,1.08574,1.08582,1.08578,0.8
EUR_USD,1640000485.0,1.08579,1.08587,1.08583,0.8
EUR_USD,1640000486.0,1.08593,1.08601,1.08597,0.8
EUR_USD,1640000487.0,1.08597,1.08605,1.08601,0.8
EUR_USD,1640000488.0,1.08616,1.08624,1.0862,0.8
EUR_USD,1640000489.0,1.08636,1.08644,1.0864,0.8
EUR_USD,1640000490.0,1.08687,1.08695,1.08691,0.8
EUR_USD,1640000491.0,1.08781,1.08789,1.08785,0.8
EUR_USD,1640000492.0,1.08776,1.08784,1.0878,0.8
EUR_USD,1640000493.0,1.0877,1.08778,1.08774,0.8
EUR_USD,1640000494.0,1.08782,1.0879,1.08786,0.8
EUR_USD,1640000495.0,1.0877,1.08778,1.08774,0.8
EUR_USD,1640000496.0,1.08762,1.0877,1.08766,0.8
EUR_USD,1640000497.0,1.08774,1.08782,1.08778,0.8
EUR_USD,1640000498.0,1.08756,1.08764,1.0876,0.8
EUR_USD,1640000499.0,1.08746,1.08754,1.0875,0.8
